Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 石英沙
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 发射井舱门框架
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 发射井舱门开关
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 锻压机压力预热器
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - ZPE电位发生器 [顶部]
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 粒子加速器镀层
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 粒子加速器镀层 (蓝)
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 粒子加速器镀层 (黑)
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 粒子加速器镀层(Yello染料)
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 粒子加速器镀层(低温危险)
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 粒子加速器镀层 (VOLTZ)
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 致密超导线圈
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 致密金线圈
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 致密钕线圈
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 致密4000K超导线圈
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 致密Sa326线圈
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 致密Sa酸铁线圈
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 致密星辉线圈
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 致密叶绿线圈
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 致密Mese线圈
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 粒子加速器分析室壁
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 粒子加速器冷却装置
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 粒子加速器冷却装置-回文特制
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - RBMK反应堆蒸汽导出器
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 电容总线
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 锅炉
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 沙袋
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 传送锚
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 高能场干扰机
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 装甲改装台
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 发射台部件
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 发射台骨架
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - tile.transission_hatch.name
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 工厂外壳
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 高级工厂外壳
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 钢制机器外壳
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 高级合金机器外壳
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Desh机器外壳
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 锝钢机器外壳
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 钢建筑板
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 高级合金建筑板
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Desh建筑板
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 锝钢建筑板
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 电机组
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Desh电机组
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 铋电机组
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 一级电路块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 二级电路块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 三级电路块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 四级电路块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 五级电路块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 中子接收器
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 热量接收器
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 自定义机器结构定位锚
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - PWR燃料棒
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - PWR控制棒
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - PWR冷却剂通道
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - PWR换热器
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - PWR热容器
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - PWR中子源
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - PWR中子反射器
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - PWR压力容器
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - PWR接入端口
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 超导磁体
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 超导磁体（焊接）
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 中心磁铁
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 磁体马达
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 等离子加热器
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 聚变反应堆端口
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Watz反应室
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Watz反应堆高效冷却器
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Watz反应堆稳定元件
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Watz反应堆稳定元件（铆接）
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - ICF激光器外壳
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - ICF激光器端口
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - ICF激光器单元
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - ICF激光器闪光管
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - ICF激光器电容
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - ICF激光器涡轮增压器
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - ICF稳定元件
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - ICF密封容器壁
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - ICF密封容器壁（焊接）
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - ICF外壳
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - ICF外壳（铆接）
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - HBM的核科技mod手册[遗留]
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 补给箱
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 武器补给箱
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 危险品补给箱
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 机器补给箱
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 红色补给箱
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 星辉补给箱
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 硫砷钢箱
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 原油抽取管
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 硬化黑水晶
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 脉动水晶
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 泥土
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 粉色原木
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 粉色木板
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - tile.pink_double_slab.name
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Scorched Stone
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - Scorched Lava Stone
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 焦炉墙
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 焦炉加热墙
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 焦炉接口
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 福鲁伊克斯线圈
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 致密线圈
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 翼龙巢穴原木
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 食人魔巢穴原木
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 翼龙巢穴木板
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 食人魔巢穴木板
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 泥巴
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 泥巴
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 泥巴
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 泥巴
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 泥炭
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 硬化黏土
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 固体蜂蜜
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 巧克力方块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 蜡丛林木
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 蜡丛林木
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 灵魂土
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 灵魂土
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 灵魂土
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 灵魂土
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 灵魂土
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 灵魂土
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 玄武岩
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 磨制玄武岩
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 玄武岩砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 裂纹玄武岩砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 錾制玄武岩砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 磨制玄武岩砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 裂纹磨制玄武岩砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 錾制磨制玄武岩砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑玄武岩
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑磨制玄武岩
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 黑石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 磨制黑石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 錾制磨制黑石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 磨制黑石砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 裂纹磨制黑石砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 镶金黑石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 黑石瓷砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 黑石十字座
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 黑石径
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 下界沙砾
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 灰烬方块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 灵魂砂岩
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 切制灵魂砂岩
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 錾制灵魂砂岩
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑灵魂砂岩
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 裂纹地狱砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 錾制地狱砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 绯红地狱砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 裂纹绯红地狱砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 錾制绯红地狱砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 诡异地狱砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 裂纹诡异地狱砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 錾制诡异地狱砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 狐火地狱砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 裂纹狐火地狱砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 錾制狐火地狱砖块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 錾制平滑地狱砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 侵蚀地狱砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 地狱砖十字座
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑地狱砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 地狱砖瓷砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 錾制平滑绯红地狱砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 侵蚀绯红地狱砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 绯红地狱砖十字座
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑绯红地狱砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 绯红地狱砖瓷砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 錾制平滑诡异地狱砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 侵蚀诡异地狱砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 诡异地狱砖十字座
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑诡异地狱砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 诡异地狱砖瓷砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 錾制平滑狐火地狱砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 侵蚀狐火地狱砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 狐火地狱砖十字座
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑狐火地狱砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 狐火地狱砖瓷砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 黑色地狱砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 裂纹黑色地狱砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 錾制黑色地狱砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑錾制黑色地狱砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 侵蚀黑色地狱砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 黑色地狱砖十字座
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑黑色地狱砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 黑色地狱砖瓷砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 石英砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑石英块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 虚空石英块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 錾制虚空石英块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 虚空石英砖
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 平滑虚空石英块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 錾制石英柱
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 虚空石英柱
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 錾制虚空石英柱
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 哭泣的黑石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 骨块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 侵蚀骨块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 阴郁荧石
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 下界金矿
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 下界铁矿
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 绿晶矿
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 虚空石英矿
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 下界虚空石英矿
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 绿晶块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 菌光体
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - tile.ShroomLight_fragrant.name
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 地狱疣块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 诡异疣块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 狐火疣块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 地狱疣方块
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - tile.Wartblock_fragrant.name
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 绯红孢子缓冲垫
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 诡异孢子缓冲垫
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 狐火孢子缓冲垫
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 白色水晶灯
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 蓝色水晶灯
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 绿色水晶灯
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 黄色水晶灯
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 品红色水晶灯
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 白色红石水晶灯
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 蓝色红石水晶灯
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 绿色红石水晶灯
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 黄色红石水晶灯
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 品红色红石水晶灯
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 白色遮光玻璃
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 蓝色遮光玻璃
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 绿色遮光玻璃
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 黄色遮光玻璃
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 品红色遮光玻璃
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 绯红菌柄
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 去皮绯红菌柄
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 诡异菌柄
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 去皮诡异菌柄
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 狐火菌柄
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 去皮狐火菌柄
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - tile.Stem2_fragrant.name
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - tile.Stem2_fragrant_stripped.name
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 绯红菌核
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 去皮绯红菌核
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 诡异菌核
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 去皮诡异菌核
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 狐火菌核
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 去皮狐火菌核
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - tile.FullWood_fragrant.name
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - tile.FullWood_stripped_fragrant.name
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 绯红木板
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 诡异木板
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 狐火木板
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 黑石双台阶
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 磨制黑石双台阶
appliedenergistics2:item.ItemFacade:0, 线缆伪装板 - 磨制黑石砖双台阶
